unique_id,image_description,generated_caption,semantic_similarity
2346614f9c,"An image of various deli meats on display in a store, with a sign in the foreground stating 'Important Product Recall Information'.",a display of breads and other items at the market,0.5111327767372131
1c815ecd8b,"A group of people, including police officers, are gathered on a street. One individual is being escorted by police, and there are several police officers in uniform, some of whom are holding a device. The setting appears to be an outdoor area with trees and a clear sky.",a group of people standing around a motorcycle,0.4272654950618744
056a346d95,"A table with a white marble surface holds a mandoline slicer, a bowl of sliced cucumbers, a bottle of olive oil, a bottle of vinegar, and a can of mayonnaise.",ingredients for cucinate with cucinate sauce,0.3837209343910217
03a8732864,"A cluttered room with a person sitting on a bed, reading a tablet, with a messy desk in the background, a laptop, and various items scattered around.",a woman sitting on a bed with her laptop,0.5173169374465942
1850638a20,"A person is seen holding an electronic cigarette, emitting smoke, with a blurred background.",a man smoking a cigarette,0.6165705919265747
2f86abc385,"An image of three individuals, presumably Beyoncé, Celine Dion, and a member of the Foo Fighters, with their faces blurred out. The setting appears to be a formal event with a blue and gold color scheme.",lady gaga and lady gaga are the most women in music,0.2156552672386169
1c37864be5,"A military vehicle is driving through a dusty, rocky street with another vehicle in the background, and a building with a sign that reads 'Elieen kids' in the background.",a military vehicle drives through a street in the city,0.6634306907653809
0c7262b5e6,"A cluttered room with a person sitting on a bed, a laptop, and various items scattered around, including clothes, a sports ball, and a cup.",a woman sitting on a bed with her laptop,0.5347875356674194
2bfc361c89,"A man in a suit and tie sits across from two women in a dark room with a desk and chairs, one woman is gesturing with her hands, and there are papers and a pen on the table.",a woman sitting at a table with a man in a suit,0.6367190480232239
2212de623e,A woman in a suit waves to the crowd as she exits a bus with 'HARRIS.COM' on the side.,a woman in a suit and tie waves from the back of a bus,0.7389158010482788
1eba5eb156,"A man in a blue suit and red tie stands in front of a white building with a black railing. There are other people in the background, some holding cameras.",president person walks down the stairs of the white house,0.218565285205841
2c8c275d12,"A man in a black shirt is speaking into a microphone with a crowd behind him holding signs, one sign reads 'FREE BANON'.",a man holding a sign while others hold signs,0.5944828987121582
0960153c6f,A person is typing on a laptop with two computer monitors displaying code in the background.,a person using a laptop computer,0.7054286599159241
2cc5e046d9,"A woman in a blue blazer sits in a congressional chamber, looking at her phone.","speaker person, person, listens during the house judiciary hearing on capitol",0.4103893041610718
02d942e20e,"A man in a suit with a white cravat stands in a room with a vintage feel, holding a cane, with a lamp and framed pictures in the background.",a man in a suit and tie holding a cane,0.5535422563552856
2ecb9f49e2,"A vibrant image of a nebula with bright stars and a glowing cosmic cloud, taken by the Webb telescope, highlighting six rogue worlds.",the taranui nebula,0.479282021522522
077da4a397,A man in a dark suit and red tie stands in front of a blurred background with a circular emblem.,president person wearing a suit and tie,0.5445179343223572
07472d8f00,The image shows the exterior of the StoUGHTON POLICE Headquarters with a sign that reads 'STOUGHTON POLICE HEADQUARTERS'. There are two people walking on the sidewalk in front of the building. The building has a brick facade with a green roof and a flagpole with the American flag. The sky is overcast.,the sign for the school,0.2282563000917434
043b4ae5ac,An elderly woman is seen pushing a walker past a 'VOTE HERE' sign in front of a church.,"a woman walks past a polling sign outside a polling station in the town of person, ok, on",0.5782146453857422
29d0913a76,"Two men in black jackets stand side by side, one with a serious expression and the other with a slight smile.",two men in black jackets standing next to each other men,0.7234483957290649
2c933cf4ec,A man is seen filling a bottle with water from a public water dispenser labeled 'DEPOSITO DE AGUA POTABLE' in a setting that appears to be a public area with a concrete wall and a metal structure.,a man filling water into a water cooler,0.4839400351047516
1035432f1e,"The Supreme Court building with a clear sky and no people visible, featuring classical architecture with columns and a pediment.",the supreme court in washington,0.3941416144371032
22fa42200f,"A cityscape at dusk with a large plume of smoke rising from the horizon, possibly from a fire or explosion, with the sun setting in the background.",a fire burns in the sky above a city,0.6304691433906555
28de3853bd,"A person's feet are placed on the dashboard of a car, with the driver's hands on the steering wheel, suggesting a relaxed or casual driving situation.",a couple driving a car,0.3520164787769317
148b903064,A healthcare professional is taking notes while consulting with an elderly patient in a clinic setting.,a doctor talking to a patient,0.5869429707527161
20aef8e899,"An elderly man with a Guinness World Records certificate for the oldest person living, seated in a chair with a blue checkered shirt.",an elderly sitting in a chair with a book,0.582077145576477
144b3d6382,"A man in a suit sits in a courtroom, looking at a computer screen with a serious expression.",a man in a suit and tie sitting at a desk,0.5553274750709534
315ab59e90,"A red lobster on a plate with a lemon wedge and a fork, with a blurred background.",lobster on a plate with lemon wedged on the side,0.8169878721237183
03b011388f,"An image of a building with a sign that reads 'THE PLACE OF HOPE' and two flags, one of the United States and one of Israel, flying in front of it.",the building is seen,0.4439300298690796
1849301495,An older man in a dark suit and tie stands in front of a blurred background with the CNN logo visible.,"democratic candidate person speaks during a campaign event in las, thursday, feb 26, 2020 ap",0.0954402536153793
0e14921006,"A 'VOTE' sign with an American flag graphic is displayed in a room with two individuals in the background, one of whom is shaking hands with the other.","a voter sign is seen in the lobby of the new york city hall in new york, new york",0.5357853770256042
182319a925,"A close-up image of a dinosaur footprint on a rock surface, with a scale marker indicating 5 cm, next to a similar footprint on the opposite side of the Atlantic Ocean.",a rock with a small amount of rock on it,0.4333386719226837
2785f14b31,"A busy airport terminal with people walking and standing, some with luggage, under a modern glass ceiling with a digital display board showing a flight schedule.",people walking through an airport terminal,0.7004164457321167
